datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
1991-12-19,0.0,100047.02860000003,49.39999999999997,100047.02860000003,0.0,1.0004702859999999,0.0006272500000006342
1991-12-20,0.0,100047.02860000003,49.39999999999997,100047.02860000003,0.0,1.0004702859999999,0.0006272500000006342
1991-12-23,183.9286,99866.26430000004,50.69999999999997,100050.19290000004,3.1628125735316814e-05,1.000501929,0.0005956070000006086
1991-12-24,186.60709999999997,99866.26430000004,50.69999999999997,100052.87140000003,2.677156257635538e-05,1.0005287139999999,0.000568822000000635
1991-12-26,195.98209999999997,99866.26430000004,50.69999999999997,100062.24640000003,9.370045925538584e-05,1.0006224639999999,0.00047507200000063143
1991-12-27,196.4286,99866.26430000004,50.69999999999997,100062.69290000004,4.462222427337181e-06,1.000626929,0.00047060700000045586
1991-12-30,202.6786,99866.26430000004,50.69999999999997,100068.94290000004,6.246084148719966e-05,1.0006894290000001,0.00040810700000037947
1991-12-31,201.3393,99866.26430000004,50.69999999999997,100067.60360000005,-1.3383772838770902e-05,1.0006760360000002,0.00042150000000029664
1992-01-02,212.5,99866.26430000004,50.69999999999997,100078.76430000004,0.0001115316006228273,1.0007876430000002,0.0003098930000002831
1992-01-03,210.7143,99866.26430000004,50.69999999999997,100076.97860000005,-1.784294612827697e-05,1.0007697860000004,0.00032775000000007104
1992-01-06,207.14290000000003,99866.26430000004,50.69999999999997,100073.40720000005,-3.5686529009537615e-05,1.0007340720000004,0.00036346400000009105
1992-01-07,211.1607,99866.26430000004,50.69999999999997,100077.42500000003,4.01485280896452e-05,1.0007742500000003,0.00032328600000020025
1992-01-08,216.0714,99866.26430000004,50.69999999999997,100082.33570000004,4.90690083203571e-05,1.0008233570000005,0.00027417900000004103
1992-01-09,222.3214,99866.26430000004,50.69999999999997,100088.58570000004,6.244858252246743e-05,1.0008858570000005,0.00021167899999996465
1992-01-10,222.3214,99866.26430000004,50.69999999999997,100088.58570000004,0.0,1.0008858570000005,0.00021167899999996465
1992-01-13,221.4286,99866.26430000004,50.69999999999997,100087.69290000004,-8.920098068743165e-06,1.0008769290000006,0.00022060699999992828
1992-01-14,230.35709999999997,99866.26430000004,50.69999999999997,100096.62140000003,8.920677199464322e-05,1.0009662140000006,0.00013132199999987826
1992-01-15,226.7857,99866.26430000004,50.69999999999997,100093.05000000003,-3.567952594252244e-05,1.0009305000000006,0.00016703599999989827
1992-01-16,224.10709999999997,99866.26430000004,50.69999999999997,100090.37140000003,-2.6761098797511984e-05,1.0009037140000008,0.0001938219999997326
1992-01-17,231.25,99866.26430000004,50.69999999999997,100097.51430000004,7.136450689615437e-05,1.000975143000001,0.00012239299999960984
1992-01-20,228.5714,99866.26430000004,50.69999999999997,100094.83570000004,-2.675990526568306e-05,1.0009483570000008,0.00014917899999966622
1992-01-21,218.3036,99866.26430000004,50.69999999999997,100084.56790000004,-0.00010258071685909087,1.0008456790000009,0.0002518569999996334
1992-01-22,226.7857,99866.26430000004,50.69999999999997,100093.05000000003,8.474932927193812e-05,1.0009305000000008,0.00016703599999967622
1992-01-23,230.35709999999997,99866.26430000004,50.69999999999997,100096.62140000003,3.568079901650201e-05,1.0009662140000009,0.00013132199999965621
1992-01-24,230.8036,99866.26430000004,50.69999999999997,100097.06790000004,4.4606900189148035e-06,1.0009706790000008,0.00012685699999970268
1992-01-27,230.35709999999997,99866.26430000004,50.69999999999997,100096.62140000003,-4.460670121275712e-06,1.0009662140000006,0.00013132199999987826
1992-01-28,233.0357,99866.26430000004,50.69999999999997,100099.30000000003,2.6760143974291495e-05,1.0009930000000007,0.00010453599999982188
1992-01-29,225.89290000000003,99866.26430000004,50.69999999999997,100092.15720000005,-7.135714235750878e-05,1.0009215720000009,0.00017596399999963985
1992-01-30,227.6786,99866.26430000004,50.69999999999997,100093.94290000004,1.784055864062495e-05,1.0009394290000009,0.00015810699999962985
1992-01-31,231.25,99866.26430000004,50.69999999999997,100097.51430000004,3.5680480721778096e-05,1.000975143000001,0.00012239299999960984
1992-02-03,234.8214,99866.26430000004,50.69999999999997,100101.08570000004,3.5679207670336055e-05,1.001010857000001,8.667899999958983e-05
1992-02-04,234.8214,99866.26430000004,50.69999999999997,100101.08570000004,0.0,1.001010857000001,8.667899999958983e-05
1992-02-05,236.1607,99866.26430000004,50.69999999999997,100102.42500000003,1.3379475263697316e-05,1.0010242500000008,7.328599999967267e-05
1992-02-06,229.01790000000003,99866.26430000004,50.69999999999997,100095.28220000005,-7.135491472842759e-05,1.000952822000001,0.00014471399999949064
1992-02-07,228.5714,99866.26430000004,50.69999999999997,100094.83570000004,-4.460749699619626e-06,1.0009483570000008,0.00014917899999966622
1992-02-10,225.4464,99866.26430000004,50.69999999999997,100091.71070000004,-3.1220391922825996e-05,1.0009171070000007,0.00018042899999981543
1992-02-11,224.5536,99866.26430000004,50.69999999999997,100090.81790000004,-8.919819571073795e-06,1.0009081790000007,0.00018935699999977906
1992-02-12,0.0,100089.51790000004,51.999999999999964,100089.51790000004,-1.298820438555559e-05,1.0008951790000007,0.00020235699999981982
1992-02-13,229.4643,99855.18220000004,53.29999999999996,100084.64650000005,-4.867043125189596e-05,1.0008464650000009,0.00025107099999965854
1992-02-14,229.01790000000003,99855.18220000004,53.29999999999996,100084.20010000005,-4.460224576008365e-06,1.0008420010000008,0.0002555349999997514
1992-02-18,224.10709999999997,99855.18220000004,53.29999999999996,100079.28930000003,-4.906668580162421e-05,1.0007928930000005,0.00030464299999999334
1992-02-19,0.0,100077.98930000004,54.59999999999996,100077.98930000004,-1.2989700557186623e-05,1.0007798930000007,0.00031764299999981205
1992-02-20,0.0,100077.98930000004,54.59999999999996,100077.98930000004,0.0,1.0007798930000007,0.00031764299999981205
1992-02-21,0.0,100077.98930000004,54.59999999999996,100077.98930000004,0.0,1.0007798930000007,0.00031764299999981205
1992-02-24,0.0,100077.98930000004,54.59999999999996,100077.98930000004,0.0,1.0007798930000007,0.00031764299999981205
1992-02-25,0.0,100077.98930000004,54.59999999999996,100077.98930000004,0.0,1.0007798930000007,0.00031764299999981205
1992-02-26,249.5536,99832.04640000005,55.899999999999956,100081.60000000005,3.6078862347910245e-05,1.0008160000000008,0.0002815359999996936
1992-02-27,244.64290000000003,99832.04640000005,55.899999999999956,100076.68930000006,-4.906696135942301e-05,1.0007668930000009,0.00033064299999963076
1992-02-28,241.0714,99832.04640000005,55.899999999999956,100073.11780000005,-3.5687631405378895e-05,1.0007311780000008,0.0003663579999997335
1992-03-02,240.1786,99832.04640000005,55.899999999999956,100072.22500000005,-8.92147681241795e-06,1.0007222500000008,0.00037528599999969714
1992-03-03,237.0536,99832.04640000005,55.899999999999956,100069.10000000005,-3.1227445977166646e-05,1.0006910000000009,0.0004065359999996243
1992-03-04,232.14290000000003,99832.04640000005,55.899999999999956,100064.18930000006,-4.907309049440034e-05,1.000641893000001,0.0004556429999995615
1992-03-05,226.7857,99832.04640000005,55.899999999999956,100058.83210000004,-5.353763456728e-05,1.0005883210000008,0.0005092149999996742
1992-03-06,228.5714,99832.04640000005,55.899999999999956,100060.61780000005,1.7846500528939657e-05,1.0006061780000008,0.0004913579999996642
1992-03-09,227.6786,99832.04640000005,55.899999999999956,100059.72500000005,-8.922591321458562e-06,1.0005972500000009,0.0005002859999996279
1992-03-10,227.6786,99832.04640000005,55.899999999999956,100059.72500000005,0.0,1.0005972500000009,0.0005002859999996279
1992-03-11,0.0,100058.42500000005,57.19999999999995,100058.42500000005,-1.2992240384424036e-05,1.0005842500000008,0.0005132859999996686
1992-03-12,0.0,100058.42500000005,57.19999999999995,100058.42500000005,0.0,1.0005842500000008,0.0005132859999996686
1992-03-13,0.0,100058.42500000005,57.19999999999995,100058.42500000005,0.0,1.0005842500000008,0.0005132859999996686
1992-03-16,0.0,100058.42500000005,57.19999999999995,100058.42500000005,0.0,1.0005842500000008,0.0005132859999996686
1992-03-17,0.0,100058.42500000005,57.19999999999995,100058.42500000005,0.0,1.0005842500000008,0.0005132859999996686
1992-03-18,0.0,100058.42500000005,57.19999999999995,100058.42500000005,0.0,1.0005842500000008,0.0005132859999996686
1992-03-19,0.0,100058.42500000005,57.19999999999995,100058.42500000005,0.0,1.0005842500000008,0.0005132859999996686
1992-03-20,0.0,100058.42500000005,57.19999999999995,100058.42500000005,0.0,1.0005842500000008,0.0005132859999996686
1992-03-23,0.0,100058.42500000005,57.19999999999995,100058.42500000005,0.0,1.0005842500000008,0.0005132859999996686
1992-03-24,0.0,100058.42500000005,57.19999999999995,100058.42500000005,0.0,1.0005842500000008,0.0005132859999996686
1992-03-25,0.0,100058.42500000005,57.19999999999995,100058.42500000005,0.0,1.0005842500000008,0.0005132859999996686
1992-03-26,0.0,100058.42500000005,57.19999999999995,100058.42500000005,0.0,1.0005842500000008,0.0005132859999996686
1992-03-27,217.85709999999997,99828.55360000004,58.49999999999995,100046.41070000004,-0.00012007284743897895,1.0004641070000007,0.0006334289999998521
1992-03-30,207.5893,99828.55360000004,58.49999999999995,100036.14290000005,-0.00010263036852742324,1.0003614290000007,0.0007361069999998193
1992-03-31,0.0,100034.84290000005,59.79999999999995,100034.84290000005,-1.2995303120599822e-05,1.0003484290000006,0.0007491069999998601
1992-04-01,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-02,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-03,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-06,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-07,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-08,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-09,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-10,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-13,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-14,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-15,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-16,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-20,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-21,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-22,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-23,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-24,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-27,0.0,100034.84290000005,59.79999999999995,100034.84290000005,0.0,1.0003484290000006,0.0007491069999998601
1992-04-28,193.75,99834.43580000005,61.099999999999945,100028.18580000005,-6.65478128121233e-05,1.0002818580000006,0.0008156779999999308
1992-04-29,203.5714,99834.43580000005,61.099999999999945,100038.00720000005,9.818632539859706e-05,1.0003800720000005,0.0007174640000000565
1992-04-30,214.73209999999997,99834.43580000005,61.099999999999945,100049.16790000004,0.00011156459742034386,1.0004916790000005,0.0006058570000000429
1992-05-01,0.0,100047.86790000006,62.39999999999994,100047.86790000006,-1.2993611314016107e-05,1.0004786790000006,0.0006188569999998617
1992-05-04,0.0,100047.86790000006,62.39999999999994,100047.86790000006,0.0,1.0004786790000006,0.0006188569999998617
1992-05-05,0.0,100047.86790000006,62.39999999999994,100047.86790000006,0.0,1.0004786790000006,0.0006188569999998617
1992-05-06,0.0,100047.86790000006,62.39999999999994,100047.86790000006,0.0,1.0004786790000006,0.0006188569999998617
1992-05-07,216.9643,99826.03220000006,63.69999999999994,100042.99650000007,-4.869069278778948e-05,1.0004299650000008,0.0006675709999997004
1992-05-08,221.4286,99826.03220000006,63.69999999999994,100047.46080000006,4.462381332204224e-05,1.0004746080000007,0.000622927999999856
1992-05-11,222.3214,99826.03220000006,63.69999999999994,100048.35360000006,8.923764709845017e-06,1.0004835360000006,0.0006139999999998924
1992-05-12,222.3214,99826.03220000006,63.69999999999994,100048.35360000006,0.0,1.0004835360000006,0.0006139999999998924
1992-05-13,224.10709999999997,99826.03220000006,63.69999999999994,100050.13930000005,1.784836967066994e-05,1.0005013930000006,0.0005961429999998824
1992-05-14,219.1964,99826.03220000006,63.69999999999994,100045.22860000006,-4.9082390432997336e-05,1.0004522860000007,0.0006452499999998196
1992-05-15,216.51790000000003,99826.03220000006,63.69999999999994,100042.55010000007,-2.677289099617397e-05,1.0004255010000007,0.0006720349999997932
1992-05-18,215.625,99826.03220000006,63.69999999999994,100041.65720000006,-8.925202317544567e-06,1.0004165720000007,0.0006809639999998396
1992-05-19,212.0536,99826.03220000006,63.69999999999994,100038.08580000006,-3.5699128742572306e-05,1.0003808580000007,0.0007166779999998596
1992-05-20,214.2857,99826.03220000006,63.69999999999994,100040.31790000005,2.2312502105048537e-05,1.0004031790000005,0.0006943569999999788
1992-05-21,211.1607,99826.03220000006,63.69999999999994,100037.19290000005,-3.123740573396372e-05,1.0003719290000006,0.000725606999999906
1992-05-22,212.5,99826.03220000006,63.69999999999994,100038.53220000006,1.3388020607019158e-05,1.0003853220000007,0.0007122139999997668
1992-05-26,0.0,100037.23220000006,64.99999999999994,100037.23220000006,-1.299499274343141e-05,1.0003723220000007,0.0007252139999998075
1992-05-27,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-05-28,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-05-29,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-01,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-02,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-03,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-04,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-05,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-08,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-09,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-10,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-11,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-12,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-15,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-16,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-17,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-18,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-19,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-22,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-23,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-24,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-25,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-26,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-29,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-06-30,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-07-01,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-07-02,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-07-06,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-07-07,0.0,100037.23220000006,64.99999999999994,100037.23220000006,0.0,1.0003723220000007,0.0007252139999998075
1992-07-08,163.39290000000003,99877.89650000006,66.29999999999994,100041.28940000007,4.0556899774113475e-05,1.0004128940000008,0.0006846419999997355
1992-07-09,163.8393,99877.89650000006,66.29999999999994,100041.73580000007,4.462157601858863e-06,1.0004173580000006,0.0006801779999998647
1992-07-10,163.39290000000003,99877.89650000006,66.29999999999994,100041.28940000007,-4.462137691119139e-06,1.0004128940000008,0.0006846419999997355
1992-07-13,167.85709999999997,99877.89650000006,66.29999999999994,100045.75360000005,4.462357519341431e-05,1.0004575360000005,0.0006399999999999739
1992-07-14,169.64290000000003,99877.89650000006,66.29999999999994,100047.53940000007,1.7849833058969367e-05,1.0004753940000006,0.0006221419999998812
1992-07-15,171.4286,99877.89650000006,66.29999999999994,100049.32510000006,1.7848514922924608e-05,1.0004932510000004,0.0006042850000000932
1992-07-16,174.10709999999997,99877.89650000006,66.29999999999994,100052.00360000005,2.6771794785496184e-05,1.0005200360000004,0.0005775000000001196
1992-07-17,0.0,100050.70360000007,67.59999999999994,100050.70360000007,-1.2993243045711367e-05,1.0005070360000006,0.0005904999999999383
1992-07-20,0.0,100050.70360000007,67.59999999999994,100050.70360000007,0.0,1.0005070360000006,0.0005904999999999383
1992-07-21,0.0,100050.70360000007,67.59999999999994,100050.70360000007,0.0,1.0005070360000006,0.0005904999999999383
1992-07-22,0.0,100050.70360000007,67.59999999999994,100050.70360000007,0.0,1.0005070360000006,0.0005904999999999383
1992-07-23,159.8214,99891.36790000007,68.89999999999993,100051.18930000007,4.854538574239342e-06,1.0005118930000005,0.000585642999999969
1992-07-24,163.8393,99891.36790000007,68.89999999999993,100055.20720000008,4.0158443174176384e-05,1.0005520720000007,0.0005454639999997735
1992-07-27,161.60709999999997,99891.36790000007,68.89999999999993,100052.97500000006,-2.2309683448518136e-05,1.0005297500000006,0.000567785999999959
1992-07-28,0.0,100051.67500000008,70.19999999999993,100051.67500000008,-1.2993116896176105e-05,1.0005167500000007,0.0005807859999997778
1992-07-29,0.0,100051.67500000008,70.19999999999993,100051.67500000008,0.0,1.0005167500000007,0.0005807859999997778
1992-07-30,0.0,100051.67500000008,70.19999999999993,100051.67500000008,0.0,1.0005167500000007,0.0005807859999997778
1992-07-31,0.0,100051.67500000008,70.19999999999993,100051.67500000008,0.0,1.0005167500000007,0.0005807859999997778
1992-08-03,0.0,100051.67500000008,70.19999999999993,100051.67500000008,0.0,1.0005167500000007,0.0005807859999997778
1992-08-04,0.0,100051.67500000008,70.19999999999993,100051.67500000008,0.0,1.0005167500000007,0.0005807859999997778
1992-08-05,0.0,100051.67500000008,70.19999999999993,100051.67500000008,0.0,1.0005167500000007,0.0005807859999997778
1992-08-06,157.14290000000003,99890.55360000007,71.49999999999993,100047.69650000008,-3.976445171949283e-05,1.0004769650000007,0.0006205709999997921
1992-08-07,154.9107,99890.55360000007,71.49999999999993,100045.46430000007,-2.231135826313846e-05,1.0004546430000005,0.0006428929999999777
1992-08-10,157.5893,99890.55360000007,71.49999999999993,100048.14290000008,2.677382746685275e-05,1.0004814290000006,0.0006161069999999214
1992-08-11,155.35709999999997,99890.55360000007,71.49999999999993,100045.91070000007,-2.23112587132146e-05,1.0004591070000004,0.0006384290000001069
1992-08-12,0.0,100044.61070000008,72.79999999999993,100044.61070000008,-1.2994034347735273e-05,1.0004461070000006,0.0006514289999999257
1992-08-13,0.0,100044.61070000008,72.79999999999993,100044.61070000008,0.0,1.0004461070000006,0.0006514289999999257
1992-08-14,0.0,100044.61070000008,72.79999999999993,100044.61070000008,0.0,1.0004461070000006,0.0006514289999999257
1992-08-17,0.0,100044.61070000008,72.79999999999993,100044.61070000008,0.0,1.0004461070000006,0.0006514289999999257
1992-08-18,0.0,100044.61070000008,72.79999999999993,100044.61070000008,0.0,1.0004461070000006,0.0006514289999999257
1992-08-19,0.0,100044.61070000008,72.79999999999993,100044.61070000008,0.0,1.0004461070000006,0.0006514289999999257
1992-08-20,0.0,100044.61070000008,72.79999999999993,100044.61070000008,0.0,1.0004461070000006,0.0006514289999999257
1992-08-21,0.0,100044.61070000008,72.79999999999993,100044.61070000008,0.0,1.0004461070000006,0.0006514289999999257
1992-08-24,154.4643,99883.93570000007,74.09999999999992,100038.40000000008,-6.207930598700617e-05,1.0003840000000006,0.0007135359999999036
1992-08-25,158.48209999999997,99883.93570000007,74.09999999999992,100042.41780000007,4.01625775701131e-05,1.0004241780000005,0.0006733580000000128
1992-08-26,158.0357,99883.93570000007,74.09999999999992,100041.97140000007,-4.46210727222951e-06,1.0004197140000006,0.0006778219999998836
1992-08-27,158.9286,99883.93570000007,74.09999999999992,100042.86430000007,8.925253946134859e-06,1.000428643000001,0.0006688929999996152
1992-08-28,160.7143,99883.93570000007,74.09999999999992,100044.65000000008,1.7849349001508585e-05,1.000446500000001,0.0006510359999996052
1992-08-31,164.2857,99883.93570000007,74.09999999999992,100048.22140000007,3.569806081560323e-05,1.0004822140000007,0.0006153219999998072
1992-09-01,166.0714,99883.93570000007,74.09999999999992,100050.00710000008,1.7848393254915607e-05,1.0005000710000007,0.0005974649999997972
1992-09-02,173.2143,99883.93570000007,74.09999999999992,100057.15000000008,7.13932982820964e-05,1.0005715000000008,0.0005260359999996744
1992-09-03,170.5357,99883.93570000007,74.09999999999992,100054.47140000007,-2.677070054479813e-05,1.0005447140000008,0.0005528219999997308
1992-09-04,168.75,99883.93570000007,74.09999999999992,100052.68570000007,-1.7847278337534966e-05,1.0005268570000008,0.0005706789999997408
1992-09-08,170.5357,99883.93570000007,74.09999999999992,100054.47140000007,1.784759686862536e-05,1.0005447140000008,0.0005528219999997308
1992-09-09,175.0,99883.93570000007,74.09999999999992,100058.93570000007,4.4618695571818634e-05,1.0005893570000008,0.0005081789999996644
1992-09-10,175.89290000000003,99883.93570000007,74.09999999999992,100059.82860000008,8.923740731026086e-06,1.000598286000001,0.0004992499999996181
1992-09-11,170.0893,99883.93570000007,74.09999999999992,100054.02500000008,-5.800129863509085e-05,1.000540250000001,0.0005572859999996016
1992-09-14,176.7857,99883.93570000007,74.09999999999992,100060.72140000007,6.69278422331665e-05,1.0006072140000009,0.0004903219999996544
1992-09-15,172.3214,99883.93570000007,74.09999999999992,100056.25710000008,-4.461590859561326e-05,1.000562571000001,0.0005349649999994988
1992-09-16,167.85709999999997,99883.93570000007,74.09999999999992,100051.79280000007,-4.461789926391013e-05,1.000517928000001,0.0005796079999995651
1992-09-17,164.2857,99883.93570000007,74.09999999999992,100048.22140000007,-3.569551229476442e-05,1.000482214000001,0.0006153219999995851
1992-09-18,166.0714,99883.93570000007,74.09999999999992,100050.00710000008,1.7848393254915607e-05,1.000500071000001,0.0005974649999995751
1992-09-21,166.0714,99883.93570000007,74.09999999999992,100050.00710000008,0.0,1.000500071000001,0.0005974649999995751
1992-09-22,163.39290000000003,99883.93570000007,74.09999999999992,100047.32860000008,-2.67716122930306e-05,1.000473286000001,0.0006242499999995488
1992-09-23,0.0,100046.02860000008,75.39999999999992,100046.02860000008,-1.2993850192599687e-05,1.000460286000001,0.0006372499999995895
1992-09-24,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-09-25,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-09-28,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-09-29,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-09-30,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-10-01,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-10-02,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-10-05,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-10-06,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-10-07,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-10-08,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-10-09,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-10-12,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-10-13,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-10-14,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-10-15,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-10-16,0.0,100046.02860000008,75.39999999999992,100046.02860000008,0.0,1.000460286000001,0.0006372499999995895
1992-10-19,175.0,99869.72860000007,76.69999999999992,100044.72860000007,-1.2994019034984206e-05,1.0004472860000009,0.0006502499999996303
1992-10-20,175.4464,99869.72860000007,76.69999999999992,100045.17500000008,4.462004207894665e-06,1.0004517500000008,0.0006457859999997595
1992-10-21,173.2143,99869.72860000007,76.69999999999992,100042.94290000008,-2.231092104132415e-05,1.0004294290000009,0.0006681069999996403
1992-10-22,174.10709999999997,99869.72860000007,76.69999999999992,100043.83570000007,8.924167703483477e-06,1.0004383570000008,0.0006591789999996767
1992-10-23,174.10709999999997,99869.72860000007,76.69999999999992,100043.83570000007,0.0,1.0004383570000008,0.0006591789999996767
1992-10-26,183.9286,99869.72860000007,76.69999999999992,100053.65720000007,9.817196563166597e-05,1.0005365720000008,0.0005609639999997196
1992-10-27,183.9286,99869.72860000007,76.69999999999992,100053.65720000007,0.0,1.0005365720000008,0.0005609639999997196
1992-10-28,186.60709999999997,99869.72860000007,76.69999999999992,100056.33570000007,2.6770635626505168e-05,1.0005633570000008,0.0005341789999997459
1992-10-29,190.1786,99869.72860000007,76.69999999999992,100059.90720000007,3.569489103338874e-05,1.0005990720000009,0.0004984639999996432
1992-10-30,187.5,99869.72860000007,76.69999999999992,100057.22860000007,-2.676996286476996e-05,1.0005722860000008,0.0005252499999996996
1992-11-02,186.60709999999997,99869.72860000007,76.69999999999992,100056.33570000007,-8.923892981016479e-06,1.0005633570000008,0.0005341789999997459
1992-11-03,185.7143,99869.72860000007,76.69999999999992,100055.44290000008,-8.922973180447435e-06,1.000554429000001,0.0005431069999994875
